RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1
RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;FOLD;FOLD;FOLD
RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD
RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 2.1;RAISE 1.5;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD
RAISE 2.1;RAISE 1.5;RAISE 1.5;RAISE 1.5;RAISE 2.1;RAISE 2.1;RAISE 1.5;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD
RAISE 1.5;FOLD;FOLD;FOLD;FOLD;RAISE 2.1;RAISE 2.1;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD
FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE 2.1;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD
FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE 2.1;FOLD;FOLD;FOLD;FOLD;FOLD
FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE 2.1;RAISE 1.5;FOLD;FOLD;FOLD
FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;RAISE 1.5;FOLD;FOLD;FOLD
FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD
FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD
FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD;FOLD
